382d671b ADRatio
4b7d631b Characters/Camille/Spells/CamilleEAttackSpeed
7c5f3f6b Characters/Camille/Spells/CamilleEDash1
7d5f40fe Characters/Camille/Spells/CamilleEDash2
cca0bd63 Characters/Camille/Spells/CamilleEKnockback2
134c4543 Characters/Camille/Spells/CamilleELeftMissile
3d40785c Characters/Camille/Spells/CamilleEMissile
f46ac2dd Characters/Camille/Spells/CamilleEOnWall
3595bbea Characters/Camille/Spells/CamilleERightMissile
1d883bf4 Characters/Camille/Spells/CamilleEStun
df92745a Characters/Camille/Spells/CamillePassive
d06ba481 Characters/Camille/Spells/CamillePassiveReady
a856b982 Characters/Camille/Spells/CamillePassiveShieldMagic
c80653c2 Characters/Camille/Spells/CamillePassiveShieldPhysical
d582d448 Characters/Camille/Spells/CamilleQ
96f47c0e Characters/Camille/Spells/CamilleQ2
4cc9aef4 Characters/Camille/Spells/CamilleQAttack
ba1bb59a Characters/Camille/Spells/CamilleQAttackEmpowered
6e1229e7 Characters/Camille/Spells/CamilleQPrimingComplete
eb6eabac Characters/Camille/Spells/CamilleQPrimingStart
abc8a8e3 Characters/Camille/Spells/CamilleQSpeed
d882d901 Characters/Camille/Spells/CamilleR
ad8d3f4e Characters/Camille/Spells/CamilleRRange
2b4662d5 Characters/Camille/Spells/CamilleRTether
db82ddba Characters/Camille/Spells/CamilleW
b7e62e3e Characters/Camille/Spells/CamilleWConeSlashCharge
ed9030c7 Characters/Camille/Spells/CamilleWConeSlashSlow
7e190a41 Characters/Cassiopeia
70c059e1 Characters/Cassiopeia/CAC/Cassiopeia_Skin08
ceaa445d Characters/Cassiopeia/Spells/CassiopeiaBasicAttack
c509babd Characters/Cassiopeia/Spells/CassiopeiaBasicAttack2
676f351d Characters/Cassiopeia/Spells/CassiopeiaCritAttack
cf610058 Characters/Cassiopeia/Spells/CassiopeiaE
3efdc966 Characters/Cassiopeia/Spells/CassiopeiaPassive
e3611fd4 Characters/Cassiopeia/Spells/CassiopeiaQ
de96e512 Characters/Cassiopeia/Spells/CassiopeiaQDebuff
e661248d Characters/Cassiopeia/Spells/CassiopeiaR
d3d50719 Characters/Cassiopeia/Spells/CassiopeiaRStun
e1611cae Characters/Cassiopeia/Spells/CassiopeiaW
63e7e41a Characters/Cassiopeia/Spells/CassiopeiaWMissile
c9724b97 Characters/Cassiopeia/Spells/CassiopeiaWSlow
19ccb226 Characters/ChoGath/Spells/Carnivore
f654ee4c Characters/ChoGath/Spells/Feast
bbb962ac Characters/ChoGath/Spells/Feast_Internal
60b6b366 Characters/ChoGath/Spells/FeralScream
1af600f8 Characters/ChoGath/Spells/NightmareBotChogathBuff
c835083e Characters/ChoGath/Spells/NightmareBotChogathFeralScream
e8b32146 Characters/ChoGath/Spells/NightmareBotChogathRupture
79e28900 Characters/ChoGath/Spells/NightmareBotChogathRupturePopup
fbd3448e Characters/ChoGath/Spells/Rupture
06e52646 Characters/ChoGath/Spells/VorpalSpikes
55352898 Characters/ChoGath/Spells/VorpalSpikesDebuff
d47994f1 Characters/ChoGath/Spells/VorpalSpikesMissle
3e652ef9 Characters/ChoGath/Spells/VorpalSpikesMissle2
3d652d66 Characters/ChoGath/Spells/VorpalSpikesMissle3
4065321f Characters/ChoGath/Spells/VorpalSpikesMissle4
3f65308c Characters/ChoGath/Spells/VorpalSpikesMissle5
42653545 Characters/ChoGath/Spells/VorpalSpikesMissle6
416533b2 Characters/ChoGath/Spells/VorpalSpikesMissle7
9d027afe Characters/Chogath
d47748cf Characters/Chogath/Spells/ChogathBasicAttack
74c7e647 Characters/Chogath/Spells/ChogathBasicAttack2
8df70457 Characters/Chogath/Spells/ChogathCritAttack
3d6b7b1a Characters/Chogath/Spells/ChogathEAttack
c43f48aa Characters/Chogath/Spells/ChogathFeastVFXMissile
89902356 Characters/Corki
d9f7cbcb Characters/Corki/Spells/CorkiBasicAttack
1a1618fb Characters/Corki/Spells/CorkiBasicAttack2
b56fd459 Characters/Corki/Spells/CorkiBombDebuff
21750b43 Characters/Corki/Spells/CorkiCritAttack
f7ffa296 Characters/Corki/Spells/CorkiLoadUp
4b6cc491 Characters/Corki/Spells/CorkiLoadUpCD
0bd71fa2 Characters/Corki/Spells/CorkiLoaded
ef80d175 Characters/Corki/Spells/CorkiLoadedSpeed
08bb2e69 Characters/Corki/Spells/CorkiMissileBarrageCounterBig
a86a7d02 Characters/Corki/Spells/CorkiMissileBarrageCounterNormal
8b665f6c Characters/Darius
4ea55fff Characters/Darius/Spells/DariusAxeGrabArmorPen
0848e60a Characters/Darius/Spells/DariusAxeGrabCone
d421cb79 Characters/Darius/Spells/DariusBasicAttack
3c330711 Characters/Darius/Spells/DariusBasicAttack2
fcf786c5 Characters/Darius/Spells/DariusCleave
4d162426 Characters/Darius/Spells/DariusCleaveCloseTarget
ab6b2f79 Characters/Darius/Spells/DariusCritAttack
60ad10f9 Characters/Darius/Spells/DariusESlow
b03701c2 Characters/Darius/Spells/DariusExecuteAbility
1f7fdf12 Characters/Darius/Spells/DariusExecuteMulticast
6f64aa7e Characters/Darius/Spells/DariusHemo
0732b173 Characters/Darius/Spells/DariusHemoInternal
8a2dd7a4 Characters/Darius/Spells/DariusHemoMarker
4d8b2c20 Characters/Darius/Spells/DariusHemoMax
7f468382 Characters/Darius/Spells/DariusHemoVisual
e4c44bcd Characters/Darius/Spells/DariusNoxianTacticsActive
3e5d0842 Characters/Darius/Spells/DariusNoxianTacticsONH
0e96390e Characters/Darius/Spells/DariusNoxianTacticsONHAttack
4a6d5602 Characters/Darius/Spells/DariusNoxianTacticsSlow
1cc7260c Characters/Darius/Spells/DariusSlow
8ea72311 Characters/Diana
68f910eb Characters/Diana/Spells/DianaArc
a213386d Characters/Diana/Spells/DianaArcThrow
8532410f Characters/Diana/Spells/DianaArcThrowInner
eb1cb307 Characters/Diana/Spells/DianaArcThrowInner2
ea1cb174 Characters/Diana/Spells/DianaArcThrowInner3
e91cafe1 Characters/Diana/Spells/DianaArcThrowInner4
e81cae4e Characters/Diana/Spells/DianaArcThrowInner5
ec23b5bc Characters/Diana/Spells/DianaArcThrowOuter
4a36ce8a Characters/Diana/Spells/DianaArcThrowOuter2
4b36d01d Characters/Diana/Spells/DianaArcThrowOuter3
4436c518 Characters/Diana/Spells/DianaArcThrowOuter4
4536c6ab Characters/Diana/Spells/DianaArcThrowOuter5
4dc52db5 Characters/Diana/Spells/DianaBasicAttack
f466ab85 Characters/Diana/Spells/DianaBasicAttack2
f366a9f2 Characters/Diana/Spells/DianaBasicAttack3
6965a624 Characters/Diana/Spells/DianaMoonlight
0e61a843 Characters/Diana/Spells/DianaOrbs
17841485 Characters/Diana/Spells/DianaOrbsMissile
a2f80c4e Characters/Diana/Spells/DianaPassive
68087fc3 Characters/Diana/Spells/DianaPassiveDeathRecap
c035a5f4 Characters/Diana/Spells/DianaPassiveMarker
491715ec Characters/Diana/Spells/DianaQ
5e5a13d4 Characters/Diana/Spells/DianaQInnerMissile
25b30979 Characters/Diana/Spells/DianaQOuterMissile
fac44ae0 Characters/Diana/Spells/DianaShield
c7cd140e Characters/Diana/Spells/DianaTeleport
dd0cfae9 Characters/Diana/Spells/DianaVortex
8539b8bb Characters/DoomBotsBossTeemo/CAC/DoomBotsBossTeemo
3d8d6916 Characters/DoomBotsBossTeemo/Spells/BT_BantamTrap
e074cde0 Characters/DoomBotsBossTeemo/Spells/BT_BantamTrapBounceSpell
9fa542e0 Characters/DoomBotsBossTeemo/Spells/BT_BantamTrapShort
ef7df768 Characters/DoomBotsBossTeemo/Spells/BT_BlindingDart
0245fdd5 Characters/DoomBotsBossTeemo/Spells/BT_CamoflagueBuff
703c7388 Characters/DoomBotsBossTeemo/Spells/BT_Camouflage
c6d495b7 Characters/DoomBotsBossTeemo/Spells/BT_CamouflageStealth
8ba3f435 Characters/DoomBotsBossTeemo/Spells/BT_DoomBotsBossTeemoRCast
85a48c26 Characters/DoomBotsBossTeemo/Spells/BT_Move Quick
88cb7e33 Characters/DoomBotsBossTeemo/Spells/BT_Move Quick Cooldown
7608837c Characters/DoomBotsBossTeemo/Spells/BT_Move Quick2
45906438 Characters/DoomBotsBossTeemo/Spells/BT_MoveQuick
8f07dd7c Characters/DoomBotsBossTeemo/Spells/BT_Noxious Trap
f1c5cf3d Characters/DoomBotsBossTeemo/Spells/BT_Noxious Trap Target
776e63a1 Characters/DoomBotsBossTeemo/Spells/BT_Toxic Attack
e58f75d9 Characters/DoomBotsBossTeemo/Spells/BT_Toxic Shot
32c497a3 Characters/DoomBotsBossTeemo/Spells/BT_ToxicShot
d5e9629b Characters/DoomBotsBossTeemo/Spells/BT_ToxicShotAttack
f1a9151d Characters/DoomBotsBossTeemo/Spells/BT_ToxicShotParticle
01e8b866 Characters/DoomBotsBossTeemo/Spells/BT_TrapLimiter_DoomBotsBossTeemo
28243bc5 Characters/DoomBotsBossTeemo/Spells/DoomBotsBossTeemoActualAttack
54287227 Characters/DoomBotsBossTeemo/Spells/DoomBotsBossTeemoBasicAttack
90ab970f Characters/DoomBotsBossTeemo/Spells/DoomBotsBossTeemoBasicAttack2
aa25398f Characters/DoomBotsBossTeemo/Spells/DoomBotsBossTeemoBigShroom
e8e8f941 Characters/DoomBotsBossTeemo/Spells/DoomBotsBossTeemoMoveQuick
dbdf1901 Characters/DrMundo
5794d53b Characters/DrMundo/Spells/BurningAgony
0785f3b5 Characters/DrMundo/Spells/DrMundoBasicAttack
5ede5d85 Characters/DrMundo/Spells/DrMundoBasicAttack2
b506e105 Characters/DrMundo/Spells/DrMundoCritAttack
60c84a25 Characters/DrMundo/Spells/DrMundoMasochismAttack
7198724e Characters/DrMundo/Spells/DrMundoPassive
e7add315 Characters/DrMundo/Spells/DrMundoQMissile_Skin09Mis01
e4adce5c Characters/DrMundo/Spells/DrMundoQMissile_Skin09Mis02
e5adcfef Characters/DrMundo/Spells/DrMundoQMissile_Skin09Mis03
e2adcb36 Characters/DrMundo/Spells/DrMundoQMissile_Skin09Mis04
b2d9ff00 Characters/DrMundo/Spells/InfectedCleaverMissile
c61885ef Characters/DrMundo/Spells/InfectedCleaverMissileCast
55d6d4cc Characters/DrMundo/Spells/Masochism
b96d1748 Characters/DrMundo/Spells/MasochismAttack
133965e1 Characters/DrMundo/Spells/Nevershade
496a5781 Characters/DrMundo/Spells/Sadism
9a47c400 Characters/Draven
9b60c54c Characters/Draven/Spells/DravenAttackP_L
d6567f07 Characters/Draven/Spells/DravenAttackP_LQ
b160e7ee Characters/Draven/Spells/DravenAttackP_R
c88c82f7 Characters/Draven/Spells/DravenAttackP_RC
da8c9f4d Characters/Draven/Spells/DravenAttackP_RQ
76637a95 Characters/Draven/Spells/DravenBasicAttack
059a14e5 Characters/Draven/Spells/DravenBasicAttack2
6a5cd265 Characters/Draven/Spells/DravenCritAttack
7994e67c Characters/Draven/Spells/DravenDoubleBump
b7d8afb8 Characters/Draven/Spells/DravenDoubleShot
e1f9de00 Characters/Draven/Spells/DravenDoubleShotMissile
171598f1 Characters/Draven/Spells/DravenFury
a5c3b330 Characters/Draven/Spells/DravenFuryBuff
10ab337d Characters/Draven/Spells/DravenMinionStreak
ea5b162e Characters/Draven/Spells/DravenPassive
370248f7 Characters/Draven/Spells/DravenPassiveStacks
004abe85 Characters/Draven/Spells/DravenR
c6d8853c Characters/Draven/Spells/DravenRCastAbility
358ee89b Characters/Draven/Spells/DravenSpinning
61c3c443 Characters/Draven/Spells/DravenSpinningAttack
582e3de3 Characters/Draven/Spells/DravenSpinningAttack2
d218b3bb Characters/Draven/Spells/DravenSpinningAttack2Crit
f8408b1b Characters/Draven/Spells/DravenSpinningAttackCrit
c87a8ee9 Characters/Draven/Spells/DravenSpinningReturn
6efb0860 Characters/Draven/Spells/DravenSpinningReturnCatch
1c768080 Characters/Draven/Spells/DravenSpinningReturnLeftAxe
4b25ba54 Characters/Ekko
afc25e39 Characters/Ekko/Spells/EkkoBasicAttack
b9fa0b51 Characters/Ekko/Spells/EkkoBasicAttack2
b8fa09be Characters/Ekko/Spells/EkkoBasicAttack3
39395b2e Characters/Ekko/Spells/EkkoBasicAttackP1
3839599b Characters/Ekko/Spells/EkkoBasicAttackP2
37395808 Characters/Ekko/Spells/EkkoBasicAttackP3
4167de5e Characters/Ekko/Spells/EkkoBasicAttackTower
cb883f39 Characters/Ekko/Spells/EkkoCritAttack
74556c4c Characters/Ekko/Spells/EkkoE
d43af2c8 Characters/Ekko/Spells/EkkoEAttack
1b5f0729 Characters/Ekko/Spells/EkkoEAttackBuff
ecaba072 Characters/Ekko/Spells/EkkoPassive
953c9c83 Characters/Ekko/Spells/EkkoPassiveSlow
a57e0ae5 Characters/Ekko/Spells/EkkoPassiveSpeed
80557f30 Characters/Ekko/Spells/EkkoQ
8ccc777b Characters/Ekko/Spells/EkkoQMis
97bd79d6 Characters/Ekko/Spells/EkkoQReturn
dd8ed8f4 Characters/Ekko/Spells/EkkoQReturnDead
835583e9 Characters/Ekko/Spells/EkkoR
c34c6a19 Characters/Ekko/Spells/EkkoRInvuln
e7c781cc Characters/Ekko/Spells/EkkoSlow
c249af38 Characters/Ekko/Spells/EkkoStacks
6498fc77 Characters/Ekko/Spells/EkkoStunMarker
865588a2 Characters/Ekko/Spells/EkkoW
f24beffd Characters/Ekko/Spells/EkkoWMis
161db557 Characters/Ekko/Spells/EkkoWPassive
0791175f Characters/Ekko/Spells/EkkoWShield
1c4aea0a Characters/Ekko/Spells/EkkoWStun
93ac7d5e Characters/Elise
b0133411 Characters/Elise/Spells/BuffEliseCocoon
28a9b502 Characters/Elise/Spells/BuffEliseESlow
db59dbf0 Characters/Elise/Spells/BuffEliseRappel
4737ee0b Characters/Elise/Spells/BuffEliseRappelBites
b8431bd2 Characters/Elise/Spells/BuffEliseSkitter
873b6355 Characters/Elise/Spells/BuffEliseSpider
3c1834f7 Characters/Elise/Spells/BuffEliseSpiderForm
cd320865 Characters/Elise/Spells/BuffEliseSpiderShred
b9812988 Characters/Elise/Spells/BuffEliseVenomousBite
c22777f7 Characters/Elise/Spells/BuffEliseWebOfPain
088c6937 Characters/Elise/Spells/EliseBasicAttack
7a0952df Characters/Elise/Spells/EliseBasicAttack2
7909514c Characters/Elise/Spells/EliseBasicAttack3
fb0f056f Characters/Elise/Spells/EliseCritAttack
6eb3a3cb Characters/Elise/Spells/EliseHumanE
82b3c347 Characters/Elise/Spells/EliseHumanQ
80b3c021 Characters/Elise/Spells/EliseHumanW
bee79568 Characters/Elise/Spells/ElisePassive
6e01cc53 Characters/Elise/Spells/EliseRAbility
3b5e1bb9 Characters/Elise/Spells/EliseRDummy
39396b85 Characters/Elise/Spells/EliseSpiderE
fff34d8c Characters/Elise/Spells/EliseSpiderEBuff
7619cbf5 Characters/Elise/Spells/EliseSpiderEDescent
66d00aa3 Characters/Elise/Spells/EliseSpiderEInitial
45397e69 Characters/Elise/Spells/EliseSpiderQ
3f62b46a Characters/Elise/Spells/EliseSpiderQCast
e5546214 Characters/Elise/Spells/EliseSpiderQSlow
4739818f Characters/Elise/Spells/EliseSpiderW
21a57a51 Characters/EliseSpider/Spells/EliseSpiderBasicAttack
5a7fa9d9 Characters/EliseSpider/Spells/EliseSpiderBasicAttack2
597fa846 Characters/EliseSpider/Spells/EliseSpiderBasicAttack3
d548a681 Characters/EliseSpider/Spells/EliseSpiderCritAttack
9e7b88c9 Characters/EliseSpiderling/Spells/EliseSpiderlingBasicAttack
8c11932b Characters/Evelynn
b06690d1 Characters/Evelynn/Spells/EvelynnBasicAttack
94761559 Characters/Evelynn/Spells/EvelynnBasicAttack2
937613c6 Characters/Evelynn/Spells/EvelynnBasicAttack3
c42b4601 Characters/Evelynn/Spells/EvelynnCritAttack
1c920ce4 Characters/Evelynn/Spells/EvelynnE
cfea34e2 Characters/Evelynn/Spells/EvelynnE2
de2183f2 Characters/Evelynn/Spells/EvelynnE2Dash
9839cfd1 Characters/Evelynn/Spells/EvelynnE2DummyCast
e07c522f Characters/Evelynn/Spells/EvelynnEHaste
df94daad Characters/Evelynn/Spells/EvelynnNonDemonFX
7ccb63da Characters/Evelynn/Spells/EvelynnPassive
3fc6f01f Characters/Evelynn/Spells/EvelynnPassiveDemonCloak
28921fc8 Characters/Evelynn/Spells/EvelynnQ
d808568e Characters/Evelynn/Spells/EvelynnQ2
e637f53e Characters/Evelynn/Spells/EvelynnQDebuff
1c80b9c2 Characters/Evelynn/Spells/EvelynnQDebuffCircleMissile
673f4a2e Characters/Evelynn/Spells/EvelynnQLineMissile
2b922481 Characters/Evelynn/Spells/EvelynnR
cc4d3868 Characters/Evelynn/Spells/EvelynnRThresholdTracker
e6178f97 Characters/Evelynn/Spells/EvelynnRTrail
2e92293a Characters/Evelynn/Spells/EvelynnW
3bbce0eb Characters/Evelynn/Spells/EvelynnWApplyMark
5b30ad74 Characters/Evelynn/Spells/EvelynnWDebuff
1f45fdc6 Characters/Evelynn/Spells/EvelynnWMissile
d09c9568 Characters/Evelynn/Spells/EvelynnWShred
daa9e1f5 Characters/Ezreal
3019efad Characters/Ezreal/Spells/EzrealBasicAttack
57d4374d Characters/Ezreal/Spells/EzrealBasicAttack2
cdcf17ad Characters/Ezreal/Spells/EzrealCritAttack
4173e308 Characters/Ezreal/Spells/EzrealE
8fb63ab0 Characters/Ezreal/Spells/EzrealEMissile
ce8281d6 Characters/Ezreal/Spells/EzrealPassive
d48fca2f Characters/Ezreal/Spells/EzrealPassiveStacks
3573d024 Characters/Ezreal/Spells/EzrealQ
3873d4dd Characters/Ezreal/Spells/EzrealR
3373ccfe Characters/Ezreal/Spells/EzrealW
369a6be7 Characters/Ezreal/Spells/EzrealWAttach
05772a33 Characters/Ezreal/Spells/NightmareBotEzrealR
9c972126 Characters/Ezreal/Spells/NightmareBotEzrealR1
9b971f93 Characters/Ezreal/Spells/NightmareBotEzrealR2
85589692 Characters/Ezreal/Spells/NightmareBotEzrealRVision1
845894ff Characters/Ezreal/Spells/NightmareBotEzrealRVision2
51c2af25 Characters/FiddleSticks
edde0502 Characters/FiddleSticks/Spells/Crowstorm
8289cffc Characters/FiddleSticks/Spells/DarkWind
596ffee8 Characters/FiddleSticks/Spells/Drain
9ea4cc63 Characters/FiddleSticks/Spells/DrainChannel
8fc4604d Characters/FiddleSticks/Spells/FiddleSticksBasicAttack
d123e7ed Characters/FiddleSticks/Spells/FiddleSticksBasicAttack2
0991bdcd Characters/FiddleSticks/Spells/FiddleSticksCritAttack
c8e14371 Characters/FiddleSticks/Spells/FiddleSticksDarkWindMissile
cc13c28f Characters/FiddleSticks/Spells/FiddleSticksDread
6a3c1272 Characters/FiddleSticks/Spells/FiddleSticksDreadBuff
39ffd276 Characters/FiddleSticks/Spells/FiddleSticksPassive
01d30bf2 Characters/FiddleSticks/Spells/NightmareBotFiddlesticksBuff
83c15d09 Characters/FiddleSticks/Spells/NightmareBotFiddlesticksCrowstorm
3aa22034 Characters/FiddleSticks/Spells/NightmareBotFiddlesticksCrowstormSource
05ddd7e7 Characters/FiddleSticks/Spells/NightmareBotFiddlesticksDrain
672b68e8 Characters/FiddleSticks/Spells/NightmareBotFiddlesticksW
1d4fbe35 Characters/FiddleSticks/Spells/Terrify
4880c64f Characters/Fiddlesticks/Spells/FiddlesticksDarkWind
dc8adda5 Characters/Fiora
b7fa70bd Characters/Fiora/Spells/FioraBasicAttack
2e3f311d Characters/Fiora/Spells/FioraBasicAttack2
bb5200fd Characters/Fiora/Spells/FioraCritAttack
d0bcb8b8 Characters/Fiora/Spells/FioraE
2316813e Characters/Fiora/Spells/FioraE2
74cefee4 Characters/Fiora/Spells/FioraEAttack
b7db2ae2 Characters/Fiora/Spells/FioraEAttack2
06ec661d Characters/Fiora/Spells/FioraESlow
e06532c6 Characters/Fiora/Spells/FioraPassive
c03fa671 Characters/Fiora/Spells/FioraPassiveLock
e025fca5 Characters/Fiora/Spells/FioraPassiveManager
042bdc79 Characters/Fiora/Spells/FioraPassiveSpeed
e4bcd834 Characters/Fiora/Spells/FioraQ
6555cc80 Characters/Fiora/Spells/FioraQAttack
e7bcdced Characters/Fiora/Spells/FioraR
2a59f514 Characters/Fiora/Spells/FioraRBuff
3705f943 Characters/Fiora/Spells/FioraRHeal
925a9b28 Characters/Fiora/Spells/FioraRMark
e2bcd50e Characters/Fiora/Spells/FioraW
c0faedfa Characters/Fiora/Spells/FioraWMissile
930451d8 Characters/Fiora/Spells/FioraWMissile2
a8c32cf7 Characters/Fiora/Spells/FioraWSlow
b6644c5f Characters/Fizz
4b7c5925 Characters/Fizz/Spells/FizzBasicAttack
ebc03f35 Characters/Fizz/Spells/FizzBasicAttack2
6aa5d0f5 Characters/Fizz/Spells/FizzCritAttack
85fdc4e0 Characters/Fizz/Spells/FizzE
7e062c1a Characters/Fizz/Spells/FizzEBuffer
9094eca1 Characters/Fizz/Spells/FizzEIcon
14184e04 Characters/Fizz/Spells/FizzEOne
4cabed1a Characters/Fizz/Spells/FizzETwo
983fa0ec Characters/Fizz/Spells/FizzOnHitBuff
fcb1aa5e Characters/Fizz/Spells/FizzPassive
99fde45c Characters/Fizz/Spells/FizzQ
9cfde915 Characters/Fizz/Spells/FizzR
10253ad6 Characters/Fizz/Spells/FizzRCling
8aa64b98 Characters/Fizz/Spells/FizzRHop
4fc5bdf3 Characters/Fizz/Spells/FizzRMissile
97fde136 Characters/Fizz/Spells/FizzW
4f57aa00 Characters/Fizz/Spells/FizzWActive
f4db7fe2 Characters/Fizz/Spells/FizzWAttack
d65ec390 Characters/Fizz/Spells/FizzWBasicAttack
9e8e059d Characters/Fizz/Spells/FizzWDOT
33b771e8 Characters/Fizz/Spells/FizzWDebuff
383eaa83 Characters/Fizz/Spells/FizzWPassive
81f6885a Characters/Galio
8aad0a83 Characters/Galio/Spells/GalioBasicAttack
11e59f2b Characters/Galio/Spells/GalioCritAttack
6823baca Characters/Galio/Spells/GalioE
2d935c04 Characters/Galio/Spells/GalioPassive
dc9b0690 Characters/Galio/Spells/GalioPassiveAttack
08f18f4d Characters/Galio/Spells/GalioPassiveBuff
7423cdae Characters/Galio/Spells/GalioQ
05676f1a Characters/Galio/Spells/GalioQMissile
e9d460b8 Characters/Galio/Spells/GalioQMissileR
045423a5 Characters/Galio/Spells/GalioQSuper
7323cc1b Characters/Galio/Spells/GalioR
28f7bd2c Characters/Galio/Spells/GalioRAllyBuff
e4140c68 Characters/Galio/Spells/GalioRSpellPassive
7623d0d4 Characters/Galio/Spells/GalioW
e061da12 Characters/Galio/Spells/GalioW2
01212c7d Characters/Galio/Spells/GalioWBuff
ea2a6376 Characters/Galio/Spells/GalioWPassiveCD
0c67a727 Characters/Galio/Spells/GalioWPassiveDefense
05cecc1f Characters/Gangplank
2b187fa9 Characters/Gangplank/Spells/GangplankBasicAttack
db8d4140 Characters/Gangplank/Spells/GangplankBilgewaterToken
f87f2369 Characters/Gangplank/Spells/GangplankCritAttack
e0e0009c Characters/Gangplank/Spells/GangplankE
40b6258a Characters/Gangplank/Spells/GangplankEBarrelActive
dd202143 Characters/Gangplank/Spells/GangplankEBarrelFuseMissile
d79a9806 Characters/Gangplank/Spells/GangplankEShred
d839c689 Characters/Gangplank/Spells/GangplankESlow
918a4dc2 Characters/Gangplank/Spells/GangplankPassive
0b0db5f5 Characters/Gangplank/Spells/GangplankPassiveAttackDOT
328d457d Characters/Gangplank/Spells/GangplankPassiveHaste
4d8624c6 Characters/Gangplank/Spells/GangplankQProceed
d446d40a Characters/Gangplank/Spells/GangplankQProceedCrit
b2d28c9b Characters/Gangplank/Spells/GangplankQWrapper
cfdfe5d9 Characters/Gangplank/Spells/GangplankR
266728c4 Characters/Gangplank/Spells/GangplankRSlow
88f43d24 Characters/Gangplank/Spells/GangplankRSpeed
eb1cced5 Characters/Gangplank/Spells/GangplankRWithRaiseMorale
d2dfea92 Characters/Gangplank/Spells/GangplankW
6eec900b Characters/Garen
7b1c73f1 Characters/Garen/Spells/GarenBasicAttack
90ca3bf9 Characters/Garen/Spells/GarenBasicAttack2
8fca3a66 Characters/Garen/Spells/GarenBasicAttack3
57de7da1 Characters/Garen/Spells/GarenCritAttack
9ef8f404 Characters/Garen/Spells/GarenE
d5cce566 Characters/Garen/Spells/GarenECancel
484da3ee Characters/Garen/Spells/GarenEShred
21e7d875 Characters/Garen/Spells/GarenEStackBuff
94d68cfa Characters/Garen/Spells/GarenPassive
e2c94688 Characters/Garen/Spells/GarenPassiveAlly
237ae96b Characters/Garen/Spells/GarenPassiveCooldown
1ea51f9d Characters/Garen/Spells/GarenPassiveEnemyDeathBuff
35fbdbbf Characters/Garen/Spells/GarenPassiveEnemyStacks
