e55245ad Characters/Aatrox
9147aab4 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_E_mis
7e073ef0 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_E_tar
ff163e6e Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_Orb
882bb4b3 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_P
d082750e Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_P_Heal
c2043103 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_P_tar
71be4e98 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_Q_Speed
e53a56a6 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_Q_cas
00b0eca8 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_Q_mis
cf977937 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_Q_mis_02
a8e273f4 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_Q_tar
14639673 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_Q_tar_02
a4b08ea1 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_R_Ready_tar
a2c0857a Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_R_Tumblekick_tar_02
0d5e21af Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_R_cas
11e7be0d Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_R_mis
90cbd4a0 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_R_mis_02
67d99e81 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_R_tar
5a0d90fc Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_W_cas
e7625c82 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_W_mis
f725ccc5 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_W_mis_02
2479ec4e Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_W_tar
a5ae8610 Characters/Ahri/Skins/Skin0/Particles/Ahri_Base_W_weap_cas
cbc18a3f Characters/Ahri/Skins/Skin0/Particles/Ahri_Base__Tumblekick_tar_01
2c5b7b42 Characters/Ahri/Skins/Skin0/Particles/Ahri_Doom_buf
8ab1ddbf Characters/Ahri/Skins/Skin0/Particles/Ahri_Emote_Dance_Sound
0e1d83a6 Characters/Ahri/Skins/Skin0/Particles/Ahri_Emote_Death_Sound
1cd2f85f Characters/Ahri/Skins/Skin0/Particles/Ahri_Emote_Joke_Sound
2d4ee9c1 Characters/Ahri/Skins/Skin0/Particles/Ahri_Emote_Laugh_Sound
95851030 Characters/Ahri/Skins/Skin0/Particles/Ahri_Emote_Taunt_Sound
10842b3f Characters/Ahri/Skins/Skin0/Particles/Ahri_Taunt
8ebfbefb Characters/Ahri/Skins/Skin1/Particles/Ahri_Skin01_P
0d916256 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_BA_mis
b79f81e2 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_BA_tar
c3c625e0 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Boots_HG_Avatar
54a3dd5b Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Boots_Homeguard
5bece90b Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Death_01
4668d733 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_EM_laugh_01
633f1ed8 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_E_buf
fbddf6dc Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_E_cas
8932c262 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_E_mis
c64a522e Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_E_tar
d8ab72f5 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_I_Orb_mat
97194fbc Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_I_Orb_mat_child
6b5fadc1 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_I_tailDust
15319d00 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Orb
f9e16329 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_P
db3468c4 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_P_Heal
5d491bad Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_P_SoulCrusher_buf_01
4dd956b1 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_P_tar
66e939f6 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Q_Speed
3d4c4c18 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Q_cas
51b850f6 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Q_mis
49b2aa29 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Q_mis_02
fbc4dd82 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Q_tar
b63497c5 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Q_tar_02
b5901202 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_R_BodyOverlay_01
6d986ed9 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_R_Mis_child01
cb1777f3 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_R_Ready_tar
8a47aa3d Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_R_cas
53629cff Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_R_mis
4affd3e6 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_R_mis_02
a8b6acb3 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_R_tar
a42446c3 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_Arm_L01
6607930d Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_Arm_R01
3b874122 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_Chest_01
d9217b05 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_Heart_01
49160351 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_Leg_01
4615fe98 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_Leg_02
74f38b0f Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_PowerBeam_01
f92b6e2a Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_Sparkles_child01
bc201b90 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_Transform_02
9ecb7cfc Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_swirl_child01
a1cb81b5 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_swirl_child02
a0cb8022 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Recall_swirl_child03
a401ee55 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_Respawn_01
c092588a Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_cas
33167d94 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_mis
0e152353 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_mis_02
0d1521c0 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_mis_03
14152cc5 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_mis_04
55f81ad1 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_mis_P02
54f8193e Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_mis_P03
833883f6 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_mis_child01
1fd7a4d0 Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_tar
c534931a Characters/Ahri/Skins/Skin14/Particles/Ahri_Skin14_W_weap_cas
712cde52 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_BA_mis
4b1a72be Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_BA_tar
92ae620c Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_E_ChildOrb_1
3b9d7449 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_E_ChildrenTrails_1
5576782c Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_E_buf
f3876c10 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_E_cas
dd85deee Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_E_ground_buf
f811086e Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_E_mis
3705307a Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_E_tar
fb2afefc Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Orb
3364c34d Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_P
ce867518 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_P_Heal
2edea775 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_P_tar
487d8dd4 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_Cas
39d85df8 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_ChildOrb_1
3cd862b1 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_ChildOrb_2
3ae6354d Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_ChildrenTrails_1
37e63094 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_ChildrenTrails_2
ffa6025a Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_Speed
065131fa Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_mis
214712fd Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_mis_02
f2e9b6c6 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_tar
e2c2d7f9 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Q_tar_02
f2a750ef Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_R_ChildOrb_1
1f489fe2 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_R_ChildrenTrails_1
327f1ce2 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_R_Missile_ChildOrb_1
6f8e40db Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_R_Missile_ChildrenTrails_1
52ad0dcf Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_R_Ready_tar
3a8de8d9 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_R_cas
ad120de3 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_R_mis
4455d51a Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_R_mis_02
9021bfe7 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_R_tar
47eb0cf2 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Recall_Bubbles
4aaad614 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Recall_Orb_Projectors
e805ce2f Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Recall_Popstar_Cohesive
e31c86eb Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Recall_Tails_Open
e484b495 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Recall_Tails_Opening_Small
421ba905 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Taunt
a012ed1c Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_Taunt_Flash
a1c3acfe Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_W_cas
6d5908c0 Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_W_mis
d96defaf Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_W_mis_02
aa70988c Characters/Ahri/Skins/Skin15/Particles/Ahri_Skin15_W_tar
91ae7002 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_BA_mis
cec5ffce Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_BA_tar
53386619 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_E_ChildrenTrails_1
d4755afc Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_E_buf
593c02fe Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_E_mis
3643642a Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_E_tar
02d80c51 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Idle_Tails
5f66dcac Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Orb
fbafc47d Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_P
1b750448 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_P_Heal
ce30b745 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_P_tar
4c8f65c4 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_Cas
2228e308 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_ChildOrb_1
2528e7c1 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_ChildOrb_2
95d1ab3d Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_ChildrenTrails_1
92d1a684 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_ChildrenTrails_2
24a0b06a Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_Speed
0cdd72ea Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_mis
528bd22d Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_mis_02
96eb6016 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_tar
ccb6e889 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Q_tar_02
0f1ed3ff Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_ChildOrb_1
52387912 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_ChildrenTrails_1
09c98292 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_Missile_ChildOrb_1
4c2ec12b Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_Missile_ChildrenTrails_1
408686bf Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_Ready_tar
14048f24 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_Tumblekick_tar_02
6310ddc9 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_cas
d59502d3 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_mis
670fb40a Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_mis_02
1b2f4c77 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_R_tar
25bbaee2 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Recall_Bubbles
27490504 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Recall_Orb_Projectors
aab7a9bf Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Recall_Popstar_Cohesive
78a004bb Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Recall_Tails_Open
6f2f37c5 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Recall_Tails_Opening_Small
ce78d9dc Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_Tumblekick_tar_01
bf67726e Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_W_cas
8afcce30 Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_W_mis
83aad51f Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_W_mis_02
64ebf59c Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_W_tar
ba03094e Characters/Ahri/Skins/Skin16/Particles/Ahri_Skin16_W_weap_cas
e018a53b Characters/Ahri/Skins/Skin2/Particles/Ahri_Skin02_P
08df1703 Characters/Ahri/Skins/Skin3/Particles/Ahri_Fire_Idle
4917ff36 Characters/Ahri/Skins/Skin3/Particles/Ahri_Fire_SpiritRush_tar
003d9ab0 Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_BA_mis
47f40aae Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_Orb
99f4c8f3 Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_P
0204b6e8 Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_Q_mis
3d69d2ef Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_R_cas
41f36f4d Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_R_mis
1d4edce0 Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_R_mis_02
74ae103c Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_W_cas
0202dbc2 Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_W_mis
5d4b2f05 Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_W_mis_02
4194d48e Characters/Ahri/Skins/Skin3/Particles/Ahri_Skin03_W_tar
c580e51f Characters/Ahri/Skins/Skin3/Particles/Ahri_foxfire_obd-sound
ffad3558 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_BA_mis
0c45ec84 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_BA_tar
d54b0ca6 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_E_buf
7d885742 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_E_cas
bfdbc28c Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_E_mis
9a401848 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_E_tar
6ec10f8a Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_Idle1
c83fda06 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_Orb
7252351b Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_P
a30aef56 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_P_Heal
d6a9c49b Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_P_tar
5ab49050 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_Q_Speed
f9dfea3e Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_Q_cas
c2fadd00 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_Q_mis
bc1983ef Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_Q_mis_02
028cd5cc Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_Q_tar
6282ca8b Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_Q_tar_02
1ad5b6d9 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_R_Ready_tar
5c266779 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_R_Tar
2248edc7 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_R_cas
36b35fa5 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_R_mis
67bbf5f8 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_R_mis_02
58939c14 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_W_cas
18e1a93a Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_W_mis
abd5683d Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_W_mis_02
057a2e06 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_W_tar
a18bf848 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_W_weap_cas
33494da0 Characters/Ahri/Skins/Skin4/Particles/Ahri_Skin04_dance
7b212a59 Characters/Ahri/Skins/Skin4/Particles/Ahri_Taunt_Skin04
4e5820df Characters/Ahri/Skins/Skin4/Particles/ahri_skin04_emote_dance_sound
ced06d83 Characters/Ahri/Skins/Skin4/Particles/ahri_skin04_recall_start_sound
6e831e90 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_BA_mis
4aeb1bfc Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_BA_tar
de1727d4 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_E_mis
029b19ce Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_Orb
a50deaa0 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_Orb_cas
55936213 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_P
45b08646 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_Q_cas
61258948 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_Q_mis
5f0d6117 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_Q_mis_02
768c5c01 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_R_Ready_tar
83f246cf Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_R_cas
887be32d Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_R_mis
3e491600 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_R_mis_02
e0e9bfa1 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_R_tar
bdb0ed1c Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_W_cas
4b0425a2 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_W_mis
7a8c1825 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_W_mis_02
8a961e6e Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_W_tar
be34b4f0 Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_W_weap_cas
8aee8f6a Characters/Ahri/Skins/Skin5/Particles/Ahri_Skin05_recall_pulse
8f115308 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_BA_mis
39bd4354 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_BA_tar
3cf1adf6 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_E_buf
c57ce512 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_E_cas
07d0505c Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_E_mis
44c0d0b8 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_E_tar
4b025f25 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_HandGlow
2a5f4ab5 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_HandPixels
f07a4576 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Orb
cf5111b8 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Orb_cas
aa0af74b Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_P
3f69be86 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_P_Heal
74fc7be0 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Q_Speed
93015eae Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Q_cas
5c1c5170 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Q_mis
c8d2635f Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Q_mis_02
38844edc Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Q_tar
22e3895b Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Q_tar_02
0638f9c9 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_R_Ready_tar
d4162077 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_R_cas
eafc8e55 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_R_mis
85d3efa8 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_R_mis_02
ac086649 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_R_tar
e218bea5 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Recall_Love
a05032f7 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Recall_PixelBurst
ff063abd Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Recall_Screen
f1cb1832 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Scarf
b045eab6 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_TailColor
715dd09a Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_TailPixels
6e95cacf Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_Taunt
20295204 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_W_cas
ddfcf62a Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_W_mis
7e66ab6d Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_W_mis_02
68095056 Characters/Ahri/Skins/Skin7/Particles/Ahri_Skin07_W_tar
3f53fa85 Characters/Ahri/Spells/AhriBasicAttack
6833ae15 Characters/Ahri/Spells/AhriBasicAttack2
e44a43d5 Characters/Ahri/Spells/AhriCritAttack
50f03f58 Characters/Ahri/Spells/AhriDefaultOrbVFXBuff
974b7292 Characters/Ahri/Spells/AhriFoxFire
64e4edce Characters/Ahri/Spells/AhriFoxFireMissile
3d32d03c Characters/Ahri/Spells/AhriFoxFireMissileTwo
d0f4c72e Characters/Ahri/Spells/AhriOrbMissile
e721f1fc Characters/Ahri/Spells/AhriOrbReturn
952f6012 Characters/Ahri/Spells/AhriOrbReturnDead
c30f0f9e Characters/Ahri/Spells/AhriOrbofDeception
fc5eccbe Characters/Ahri/Spells/AhriPassive
5ea1ddd8 Characters/Ahri/Spells/AhriPassiveOrbVFXBuff
c7488f12 Characters/Ahri/Spells/AhriSeduce
f92e369f Characters/Ahri/Spells/AhriSeduceDoom
decddf4e Characters/Ahri/Spells/AhriSeduceMissile
c1c9c68e Characters/Ahri/Spells/AhriSoulCrusher
ab9bed3e Characters/Ahri/Spells/AhriSoulCrusherCounter
1d8d8138 Characters/Ahri/Spells/AhriSoulCrusherNumbers
11126448 Characters/Ahri/Spells/AhriTumbleAbility
9fa85bbe Characters/Ahri/Spells/AhriTumbleMissile
85233c76 Characters/Akali
a4c639f9 Characters/Akali/CAC/Akali_Base
1890656e Characters/Akali/Skins/Skin0/Particles/Akali_Base_BA_Line_strike
d0e632f5 Characters/Akali/Skins/Skin0/Particles/Akali_Base_BA_Swipe
11e3e1c4 Characters/Akali/Skins/Skin0/Particles/Akali_Base_BA_Swipe_2
7e386840 Characters/Akali/Skins/Skin0/Particles/Akali_Base_BA_Tar
315042b5 Characters/Akali/Skins/Skin0/Particles/Akali_Base_Crit_Tar
89ceb33e Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Dash_Dust
24ae7b49 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Dash_Snow
0e78ecf1 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Dash_Water
6edcb29d Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Enemy_Indicator
f88e73bd Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Enemy_Indicator_Animate
a043310d Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Enemy_Indicator_Animate_Red
2dc05964 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Enemy_Indicator_Animate_child
c8adbb80 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Enemy_Indicator_Animate_child_Red
1122ac2d Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Enemy_Indicator_Red
5ea85a1f Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Enemy_Indicator_Smoke
3c0e06b7 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Enemy_Indicator_Smoke_red
6ddfae82 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_HasHit_Shuriken
0411207e Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Missed_Ground
be5e6007 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Missed_Ground_Dust
22ffb1b8 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Missed_Ground_Snow
47d25e32 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Missed_Ground_Water
408692f2 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Run
3b0d46e3 Characters/Akali/Skins/Skin0/Particles/Akali_Base_E_Run_Dust
