80333f35 10Year
29af26a8 Alistar_Skin20_Idle_Eye_Glow
b6a6cca2 Alistar_Skin20_Q_Swipe
5d0e2bc1 Alistar_Skin20_R_cas_child
e5473e4c Alistar_Skin20_Recall_1st-ground-slam
9c39c90b Alistar_Skin20_Recall_End_Godrays
e56b9172 Alistar_Skin20_Recall_Start
66e7a975 Alistar_Skin20_Recall_headbutt
1761ec9a Alistar_Skin20_W_Dash
bbc965ae Alistar_W_Dash
612d9835 Alistar_W_tar
5b04fa55 Alistar_recall
11eb4762 AllClock
7ceb4985 AllOutAttackDamage
ad49d150 AllOutBaseAttackDamage
38dd1f00 AllOutBaseOmnivamp
c5ba1e39 AllOutOmnivamp
d989dd8e AllyArmor
82987407 AllyArmorPercent
c52cde53 AllyAuraMythicPassive
471e8b27 AllyBaseDamage
f77cc796 AllyBaseMovementSpeed
c67a1046 AllyBonusAS
ba272485 AllyBonusMana
7af3cce5 AllyHeal
03a560d7 AllyMS
bd516d3a AllyProcDamageAmount
4387d5cd AllyResist
f82b0e8a AllyShieldAmount
d04c36d0 AllyTooltipLeachValue
3d33e3de AlphaStrikeBounces
1c9640eb Ambient
a0bde86c AmmoRechargeRateBaseTooltip
070ff06f AmmoRechargeRateTooltip
36480dc9 AmountToBlock
b577e694 AmpDamage
7923dbb9 AmpDuration
d7411c96 AmpedHealing
090dfc31 Amumu_BA_Dust
2c8beed0 Amumu_BA_tar
37beed95 Amumu_BA_tar_crit
5cb49064 Amumu_E_Tantrum_Tar
34a6d636 Amumu_E_Tantrum_cas
18ef2539 Amumu_I_sparkle
42904b47 Amumu_Idle_Glassdome_01
1ebb9684 Amumu_Idle_HairFire
0906799f Amumu_Idle_Tesla_01
bb7c4048 Amumu_P_Shred_Hit
edfda3de Amumu_P_Shred_Maintain
144572ee Amumu_Q_Fly
fd607240 Amumu_Q_Tar
72367d5e Amumu_Q_beam
8b6c1078 Amumu_Q_beam_01
732b75a4 Amumu_Q_mis
d2b073cc Amumu_R_Body_Cas
65a473d7 Amumu_R_CurseBandages_Tar
b0006e29 Amumu_R_CurseBandages_cas
053cd9a3 Amumu_R_buf_tar_01
63a765a7 Amumu_R_cas_01
af2bf128 Amumu_R_cas_fail
3897ecd9 Amumu_R_tar_Ultwrap
5a737f40 Amumu_Recall_LeadIn_SFX
f82b767c Amumu_Recall_PenguFire
4f3833c8 Amumu_Recall_PenguPoof
4b47cdab Amumu_Recall_Winddown_SFX
873466fc Amumu_Recall_balloon_pop
76fc58f5 Amumu_Skin23_I_JetGLow_L
68fc42eb Amumu_Skin23_I_JetGLow_R
49f81d79 Amumu_Skin23_Recall_Butterfly
236051d7 Amumu_W_Despair_Buf
985a7a1b Amumu_W_Despairpool_tar
3fbd371f Amumu_W_NB_AOE_01
5ae50d8d Amumu_W_RainDrop_Child
dc9716ad Amumu_W_buf_child_01
f00c9732 Amumu_W_tar
5af457c7 Amumu_Z_HeadGlassdome
58c092f7 Amumu_Z_HeadTesla
42edcab4 Anchor
dde82c08 AngryIdle
b24ad809 Angry_Idle
e31f8dbc AnimProps_AncientDragon_Dragon
17901e2e AnimProps_BattleCity
fd10ac48 AnimProps_Carousel_Set8_LNY
83181399 AnimProps_Carousel_Set9
42f770cb AnimProps_Club2
da77ab43 AnimProps_DragonBathHouse
6867f459 AnimProps_Kami
4ef6cce0 AnimProps_LandmarksOfRuneterra_Night
9eb47e44 AnimProps_LunarCity2057
5b747be7 AnimProps_NightMarket
6be159b6 AnimProps_NoxusRing
06bb2cf9 AnimProps_Reality
7da151f5 AnimProps_SamuraiDuel
671ce485 AnimProps_SoulFighter
0bc638b5 AnimProps_SpaceBattle
deea4a8e AnimProps_Yokai
b224da62 Anivia_BA_Crit_Tar
4287dc65 Anivia_BA_Mis
67fae439 Anivia_BA_Tar
cc264806 Anivia_Death_1
b192c258 Anivia_Death_sfx_01
59b6ce67 Anivia_E_Mis
1a24d59b Anivia_E_Tar
83039eb6 Anivia_EggTimer
69336d23 Anivia_EggTimer_Child
51568d6c Anivia_Emote_Joke_sfx_01
ee3d6378 Anivia_Emote_Taunt_dflt_sfx_01
e789045a Anivia_Emote_Taunt_interactive_sfx_01
e68902c7 Anivia_Emote_Taunt_interactive_sfx_02
e5890134 Anivia_Emote_Taunt_interactive_sfx_03
28643f3b Anivia_Emote_Taunt_sfx_01
7110abfc Anivia_FrostBite_chilled_tar
580a6f85 Anivia_I_Tail_Trail
8bd44db9 Anivia_I_Wing_Trails
11fcaeff Anivia_I_Wing_Trails_Left
736ca387 Anivia_Q_AOE_Mis
88035973 Anivia_Q_Mis
cd9f3617 Anivia_Q_Tar
0145da1d Anivia_Q_Tar_Hit
2a4855e2 Anivia_R_AOE_Green
9d0b1c6a Anivia_R_AOE_Green_alt
179eafa2 Anivia_R_AOE_Red
3d191fea Anivia_R_Full
98fe7c74 Anivia_R_Full_01
2f1656ae Anivia_R_Prison_tar_01
1f5c2b61 Anivia_R_Shard_tar
19ed7936 Anivia_R_Tar
cf151fd7 Anivia_R_cryostorm_01
4716cb4f Anivia_R_indicator_ring
ee1bb125 Anivia_R_warning_01
2182fec6 Anivia_Rebirth
026d50c8 Anivia_Rebirth_cas
3e9ade7d Anivia_Recall_01
3b9ad9c4 Anivia_Recall_02
3c9adb57 Anivia_Recall_03
399ad69e Anivia_Recall_04
8109eb31 Anivia_Recall_1
076263c9 Anivia_Recall_Finale
8e1876d8 Anivia_Recall_Light_01
62657393 Anivia_Recall_Main
43fd41af Anivia_Recall_strt_sfx_01
2da48606 Anivia_Respawn_sfx_01
be33282f Anivia_Skin08_recall_Big_Flash
b959552d Anivia_Skin08_recall_Birds_Spin
d12fe164 Anivia_Skin08_recall_Glow_Flash
10841412 Anivia_Skin08_recall_Magic_Suck
5a32ae21 Anivia_Skin08_recall_Wing_Glow
8a2ba029 Anivia_W_Tar
6890f16e Anivia_W_Wall_Child_Large_02
6990f301 Anivia_W_Wall_Child_Large_03
665ecba3 Anivia_W_Wall_Child_Small_01
675ecd36 Anivia_W_Wall_Child_Small_02
685ecec9 Anivia_W_Wall_Child_Small_03
695ed05c Anivia_W_Wall_Child_Small_04
2867d757 Anivia_W_wall_burst_01
2967d8ea Anivia_W_wall_burst_02
2a67da7d Anivia_W_wall_burst_03
2367cf78 Anivia_W_wall_burst_04
2467d10b Anivia_W_wall_burst_05
bbee9818 Anivia_WallBurst_01
beee9cd1 Anivia_WallBurst_02
bdee9b3e Anivia_WallBurst_03
c0ee9ff7 Anivia_WallBurst_04
bfee9e64 Anivia_WallBurst_05
cf7c7526 Anivia_WallBurst_1
ce7c7393 Anivia_WallBurst_2
cd7c7200 Anivia_WallBurst_3
d47c7d05 Anivia_WallBurst_4
d37c7b72 Anivia_WallBurst_5
1db70313 Anivia_Z_Freeze_Trail
d7c67a73 Anivia_recall_Bird_Sparkle_Trail
4b0a87c1 AnnieTibbers_BA
a17f771e AnnieTibbers_Death
d828b33a AnnieTibbers_Enrage_Avatar
95a7d3e2 AnnieTibbers_Idle_Avatar
e397ffbb AnnieTibbers_Idle_arm
9801cfc3 AnnieTibbers_Idle_body
37e99473 AnnieTibbers_Idle_foot
7c7c9d12 AnnieTibbers_Idle_hand
62bd6721 AnnieTibbers_Idle_head
f8f66fed AnnieTibbers_Idle_head_bolt
95780375 AnnieTibbers_Idle_leg
e3453056 AnnieTibbers_R_Avatar
e2fac9bb AnnieTibbers_Skin03_Idle_Ground_Growth
10d20c01 AnnieTibbers_Skin03_Idle_Shroom_Child
4a577593 AnnieTibbers_Skin12_BA_Swipe_01
47b6d26f Annie_BA_crit_tar
4708564a Annie_BA_mis
ce9bda76 Annie_BA_tar
7f806df0 Annie_BA_tar_01
b524cc56 Annie_E_Tibbers_buf
17ffdb74 Annie_E_buf
57039762 Annie_E_tar
ef4fd159 Annie_Idle_Arms
251cfba3 Annie_Idle_cas
c9e80772 Annie_Idle_fire
e5243fc2 Annie_Q_mis
21acd057 Annie_Q_mis_Child
24b6388e Annie_Q_tar
275a0aa1 Annie_Q_tar_02
b0a14020 Annie_R_Tibbers_Frenzy_buf_01
6985d661 Annie_R_cas
8ef78a69 Annie_Recall_BearCharge
c380a8a1 Annie_Recall_Eyes
66728946 Annie_Recall_FakeLighting
b5ad76a4 Annie_Recall_Ground_Effect
a62ea79f Annie_Recall_Hyperspace
e4c7fde6 Annie_Recall_Interface
fe55756f Annie_Recall_Launch_Start
a2cc8c7f Annie_Recall_Reactors_Idle
67701cc6 Annie_Recall_TibberGlow
f7a5b8fc Annie_Recall_TibberPower
e5bb9939 Annie_Recall_Transform
04ad9e55 Annie_Recall_Typing_Arm
244cc5b2 Annie_Recall_Winddown_Transform
9cce3056 Annie_Recall_Wobbling_L
96ce26e4 Annie_Recall_Wobbling_R
5fd75bc0 Annie_Recall_beam_sfx_end_01
3143779a Annie_Recall_beam_sfx_strt_01
ebb81493 Annie_Skin03_Dance_GroundEffects
b8a03c97 Annie_Skin03_Dance_Shroom_Child_3
86a1a2a5 Annie_Skin03_Recall_GroundEffects
a65b1763 Annie_Skin03_Recall_Shroom_Child
4c6a5806 Annie_Skin03_Z_Shroom_Child_1
4b6a5673 Annie_Skin03_Z_Shroom_Child_2
4a6a54e0 Annie_Skin03_Z_Shroom_Child_3
3b575507 Annie_Skin12_Child_Recall_explosion1
b20d5dda Annie_Skin12_Child_Recall_fireworks_child_end
93efb70a Annie_Skin12_Child_Sparkler_00
6d3e7dc9 Annie_Skin12_Recall_Cake_Blast
d9c16f06 Annie_Skin12_Recall_Candle_Fire
efae92e7 Annie_Skin12_Recall_Fireworks_2
c104e8ff Annie_Skin12_Recall_Fireworks_Child
088f4fed Annie_Skin12_Recall_Fireworks_Shooter
46f8e87e Annie_Skin12_Recall_Fireworks_Small
c4c0b6b4 Annie_Skin12_Recall_Shotgun_Confetti_00
c8486056 Annie_Skin12_Sparkler
fc9fa50b Annie_Stun
96d37532 Annie_StunReady
b78a7627 Annie_StunReady_Child
9cc8f70b Annie_TibbersFrenzyBuff
bcbec303 Annie_TibbersFrenzyBuff_Sound
595f0aba Annie_W_buf
c5604522 Annie_W_cas_Left
734c9d0f Annie_W_cas_Right
7cff27fe AoEAttackDamagePercent
2a9675cc AoEBaseDamage
fcbed805 AoEDamage
5ca857b9 AoEDamagePerTick
7aa9344b AoEDamagePerTickAPRatio
033de552 AoEDamageReduction
de273f67 AoEPercentRefund
dba87fe5 AoeCoefficient
32b5379a AoeDamagePercent
535bf8c8 AoeMod
b0edc0f9 Aphelios_BA_Infernum_hit_tar
43714a38 Aphelios_BA_calibrum_cas
1338726c Aphelios_BA_calibrum_hit
5a562516 Aphelios_BA_calibrum_mis
fc1ab4e1 Aphelios_BA_calibrum_mis_line
6984180c Aphelios_BA_crescendum_hit_tar
7750c79e Aphelios_BA_crescendum_hit_tar_mini
9edc8682 Aphelios_BA_crescendum_mis
e7343804 Aphelios_BA_crescendum_mis_linger
a61fae16 Aphelios_BA_crescendum_mis_linger_mini
a22337b8 Aphelios_BA_crescendum_mis_mini
3aad6008 Aphelios_BA_crescendum_mis_mini_outro
bdb1dc9f Aphelios_BA_crescendum_mis_mini_return
9e739e57 Aphelios_BA_crescendum_mis_mini_self
63546f75 Aphelios_BA_crescendum_mis_return
25905fe0 Aphelios_BA_gravitum_cas
34dc4841 Aphelios_BA_gravitum_debuff
e34bfb74 Aphelios_BA_gravitum_hit
f9904dc1 Aphelios_BA_gravitum_hit_child
2a19fc3e Aphelios_BA_gravitum_mis
8dc4d10b Aphelios_BA_gravitum_mis_child
066dce56 Aphelios_BA_gravitum_root_child
bacaff35 Aphelios_BA_infernum_cas
d6419537 Aphelios_BA_infernum_mis
a9294f98 Aphelios_BA_severum_cas
f608689e Aphelios_BA_severum_cas2
ae78cc40 Aphelios_BA_severum_hit_tar
bd955476 Aphelios_BA_severum_mis
b613a70c Aphelios_BA_severum_mis2
182f9470 Aphelios_Emote_Death
ae393e4d Aphelios_Emote_Joke
03869269 Aphelios_Emote_Spawn
20b39934 Aphelios_Emote_poisondrink
f0a2a749 Aphelios_Emote_poisondrink_bowl
8fddf352 Aphelios_Q_Calibrum_Chain_Hit
283368f0 Aphelios_Q_calibrum_beam_red
b6b16898 Aphelios_Q_calibrum_cas
867890cc Aphelios_Q_calibrum_hit
4b45075e Aphelios_Q_calibrum_mark
ecae872e Aphelios_Q_calibrum_mark_outro
b22a5582 Aphelios_Q_calibrum_mark_outro_red
65a449bd Aphelios_Q_calibrum_mark_self
7f717236 Aphelios_Q_calibrum_mark_target
cb1d6d76 Aphelios_Q_calibrum_mis
eb969bce Aphelios_Q_crescendum_LandPositionIndicator
560e3562 Aphelios_Q_crescendum_mis
f151c245 Aphelios_Q_crescendum_turret_indicator_dormant
01d24339 Aphelios_Q_crescendum_turret_tar
dbeb331c Aphelios_Q_gravitum_beam
331ffec0 Aphelios_Q_gravitum_cas
3030c241 Aphelios_Q_gravitum_root_activate
12bfeddb Aphelios_Q_gravitum_root_ground
417fa895 Aphelios_Q_infernum_cas
dc06af67 Aphelios_Q_infernum_cone
5cf63e97 Aphelios_Q_infernum_mis
555be256 Aphelios_Q_severum_buff
4f39a3f8 Aphelios_Q_severum_cas
102c9e62 Aphelios_Q_severum_tar
0d25063b Aphelios_R_Explosion
a52eb85d Aphelios_R_Explosion_calibrum
4170d1bd Aphelios_R_Explosion_crescendum
3ebc5be1 Aphelios_R_Explosion_gravitum
f91ea0c4 Aphelios_R_Explosion_infernum
83d4f30f Aphelios_R_Explosion_severum
30032c52 Aphelios_R_Fizzle
d9ee34f9 Aphelios_R_Mis_calibrum
8d56e141 Aphelios_R_Mis_crescendum
6f94234d Aphelios_R_Mis_gravitum
3fa68928 Aphelios_R_Mis_infernum
effd8ec3 Aphelios_R_Mis_severum
832b9803 Aphelios_R_cas_calibrum
71268efb Aphelios_R_cas_crescendum
1078da7f Aphelios_R_cas_gravitum
71ad8f66 Aphelios_R_cas_infernum
c3dc2379 Aphelios_R_cas_severum
85c41dbe Aphelios_R_cas_symbol
88a442c2 Aphelios_R_moonbeam_calibrum
df076440 Aphelios_R_moonbeam_calibrum_boom
6ecdb296 Aphelios_R_moonbeam_crescendum
43d2ab5c Aphelios_R_moonbeam_crescendum_boom
2b5bd0fa Aphelios_R_moonbeam_gravitum
c2eecb28 Aphelios_R_moonbeam_gravitum_boom
2d59f2ff Aphelios_R_moonbeam_infernum
377a06f3 Aphelios_R_moonbeam_infernum_boom
2f93653a Aphelios_R_moonbeam_severum
c8c40b68 Aphelios_R_moonbeam_severum_boom
73cf8a38 Aphelios_Recall_weapons
89645c2b Aphelios_Weapon_calibrum_Glow
f236c29e Aphelios_Weapon_calibrum_Glow_BP
2e5bef9b Aphelios_Weapon_calibrum_Glow_Sentry
a47a3efb Aphelios_Weapon_crescendum_Glow
a5492ece Aphelios_Weapon_crescendum_Glow_BP
d78cca2b Aphelios_Weapon_crescendum_Glow_Sentry
05a6d9ef Aphelios_Weapon_gravitum_Glow
a32a0272 Aphelios_Weapon_gravitum_Glow_BP
b0234a17 Aphelios_Weapon_gravitum_Glow_Sentry
c51ccee0 Aphelios_Weapon_infernum_Glow
c1ee1557 Aphelios_Weapon_infernum_Glow_BP
d62556f2 Aphelios_Weapon_infernum_Glow_Sentry
ff319f09 Aphelios_Weapon_severum_Glow
5444a450 Aphelios_Weapon_severum_Glow_BP
b414c19d Aphelios_Weapon_severum_Glow_Sentry
f6a635a4 Appear
be58118d ApplicationDuration
d26068f4 ApproximateAPBonusAvoidingRecursion
3ec788e9 ApproximateHPBonusAvoidingRecursion
70f0b6b7 ApproximateTotalDamageTooltip
82b20f0c ArPenBonus
0c5eb1aa ArPenBonusMax
4d34ee21 Arcade
358e5916 Arcade_Crit
210d9a6d Arcade_Dance
235cb808 Arcade_Death
fe6e3135 Arcade_Joke
b1e135a5 Arcade_Particles
1d15d1a2 Arcade_Recall_Leadout
2b586ab0 Arcade_Spell4
0e302896 Arcade_Spell4b
faa12163 ArcanistAbilityPower
2c796ca6 ArenaA_Audio
3f30cc7a ArenaA_Cliff
85c1c670 ArenaA_VFX
dd60449f ArenaB_Audio
98de3bbd ArenaB_Bushes
2d6cc834 ArenaB_Cliffs
ce808281 ArenaB_Plants
3f64901f ArenaB_Stage
8901e4b9 ArenaB_VFX
bf3b18c4 ArenaC_Audio
d5e14ec9 ArenaC_Cliffs
3be77224 ArenaC_Stage
5bf7deaa ArenaC_VFX
d641cf05 ArenaD_Audio
959e050f ArenaD_Bushes
3e33cf2e ArenaD_Geo
37a6c9e8 ArenaD_GrassCards
d6462639 ArenaD_Stage
65b19783 ArenaD_VFX
080351d3 ArenaShop_Art_Data
d54a5ff5 ArenaShop_Audio
e390913a ArenaShop_Cliffs
278338dd ArenaShop_Lighting
02c72c81 ArenaShop_Locator
a7e89d89 ArenaShop_Stage
2be81bd3 ArenaShop_VFX
c3aca067 ArmWisps
f84984d4 Armor
88555c58 ArmorAmount
498753a7 ArmorAndMRPercent
7bc8a2a1 ArmorBase
cc9fefa7 ArmorBreakDuration
476b5ec9 ArmorCalc
fbde43a6 ArmorIncreaseTotal
6cd9afeb ArmorMR
2aee64b4 ArmorPenPercent
b7bf62a1 ArmorPenetration
7c694b41 ArmorPerEnemy
abfc283d ArmorPercent
5079c7a2 ArmorReductionPercent
bb03c8b8 ArmorScalar
826ded1e ArmorShred
b300068b ArmoryChoiceCount
9cfb9cb2 Arms
86a2c466 ArriveVfx
84542686 Arrow
b1925ae3 ArrowDamage
5341868e ArrowVfx
75652bcb Arrow_Hide
b995b44e Arrow_Show
178ae66a Art_A
f1951e8b Art_Audio
168ae4d7 Art_B
3a186f9a Art_BattleCity
476f5126 Art_BlueBase
67c1c94e Art_BotLane
158ae344 Art_C
3014868d Art_Carousel_Set8_Creepycat
81a7a2cd Art_Carousel_Set9
41def2bc Art_Center_Elemental
3968c2d7 Art_Data
ae1eabce Art_Dragon_Cloud
7447d181 Art_Dragon_Ocean
667e7f43 Art_LandmarksOfRuneterra_Dusk
2c8853fc Art_LandmarksOfRuneterra_Night
be613697 Art_Lighting
1dec3ba9 Art_MidLane
1234d8fb Art_NorthJungle
ea0b6f2a Art_NoxusRing
c6969e65 Art_Rift_Alternate
21f9a8b1 Art_SamuraiDuel
0e4bcae6 Art_Shared
99560bdf Art_Shared_v2
6824fe49 Art_SoulFighter
0cb1a399 Art_SpaceBattle
1ad75b2d Art_Stage1_SamuraiDuel
dad88a4d Art_VFX
e82b49b1 Art_VillainMeetingRoom_Day
797bc11c Art_VillainMeetingRoom_Dusk
30720825 Art_VillainMeetingRoom_Night
2eeaf1e1 AscRelic
66fc71dc AscXerath
2f9d5f21 AscensionDamage
851f35f7 AscensionModifiedMagicDamage
98193878 AscensionStrengthBoost
77b32308 Ashe_BA_BowVFX01
13e28fcc Ashe_BA_CritCast
bd812b90 Ashe_BA_CritCast_Glow
38eea07d Ashe_BA_Crit_mis_Buildup
cbe5d4a3 Ashe_BA_Crit_tar
92729413 Ashe_BA_crit
4a524356 Ashe_BA_mis
eb9d1da4 Ashe_BA_mis_Buildup
f46062e2 Ashe_BA_tar
e148a750 Ashe_BowStrink
6dee4db7 Ashe_Death
e8615d70 Ashe_DeathCape
d3b1e02c Ashe_Death_Bow
8b024142 Ashe_Death_Sparks
c8318ec5 Ashe_E_ChildTrail
a9befd62 Ashe_E_mis
06395ef4 Ashe_E_tar_explode
2dea95e0 Ashe_E_tar_linger
e6ac13c2 Ashe_Emote_
8f06639f Ashe_IdleArrowGlow
cdd399da Ashe_IdleHeadpieceGlow
dd4d5c94 Ashe_Q_Buf
586e09e9 Ashe_Q_Buf_attack
5514bbff Ashe_Q_Buf_bow
cbbabab5 Ashe_Q_CrownReady
57f4f43e Ashe_Q_Hurricane_mis
edc6f1b5 Ashe_Q_Ready_Bow
dc34dcb7 Ashe_Q_Spike
f01000c7 Ashe_Q_SpikeChild
67281821 Ashe_Q_buf_child
72448bf6 Ashe_Q_mis
3e1bb312 Ashe_Q_ready
50a0e0ff Ashe_Q_readyLeft
5c183ab0 Ashe_Q_readyRight
1c511882 Ashe_Q_tar
384dedb9 Ashe_R_GlowBits
1d042c44 Ashe_R_Glow_Ring
c942e7b3 Ashe_R_Tar
73eed7ff Ashe_R_mis
09413796 Ashe_R_mis_Child
13e78f1b Ashe_R_mis_Child_2
cb3ffa41 Ashe_R_mis_Child_Trail
0c610eef Ashe_R_mis_Child_TrailTail
2d0d9d56 Ashe_Recall
1407709c Ashe_RecallThrone
57fc7ca3 Ashe_Recall_ArrowConstellation
2e380094 Ashe_Recall_BowConstellation
a007a048 Ashe_Skin23_Recall_Dragon_Glow_Big
e11e938a Ashe_W_Cas
6122f8da Ashe_W_Cast
ce05361a Ashe_W_FlipedOnX_mis
62c72076 Ashe_W_GlowSquare_Child
69462d9b Ashe_W_GroundBlur
22a4edd9 Ashe_W_Mid_Cast
bd2a80f5 Ashe_W_Mid_Mis
7456b71b Ashe_W_StarTrail
4063dfd0 Ashe_W_Tar
53a2b894 Ashe_W_mis
7e20aa1a Ashe_Z_AntennaGLow
68cca019 Ashe_Z_BowGlow
99ea6f0d Ashe_Z_BowGlow_FastRun
3f3adb74 Ashe_Z_BowVFX
fc2aa59a Ashe_Z_BowVFX02
d21269eb Ashe_Z_Cape
088be7b1 Ashe_Z_CapeVFX
e5d499d4 Ashe_Z_CapeVFX_02
681277e5 Ashe_Z_CrownVFX
8a41da0a Ashe_Z_DanceLights
5b9c7914 Ashe_Z_FaceGlow
684d1bef Ashe_Z_HoodOff
2abf726b Ashe_Z_HoodOn
51d9c440 Ashe_Z_Idle_BowGlow_Left
37a8c475 Ashe_Z_Idle_BowGlow_Right
7328be3f Ashe_Z_Idle_Handglow
a0730aed Ashe_Z_JokeFans
395b1cd1 Ashe_Z_Recall
463d8e3f Ashe_Z_RecallBow
555ada42 Ashe_Z_RecallGround
b5f752d7 Ashe_Z_Recall_Arrow
ccf31a7d Ashe_Z_Recall_ArrowImpact
1857182c Ashe_Z_Recall_Arrows
c0a07964 Ashe_freeze
b2c2fa3e AssistDeathStreak
b29567fa AssistDurationOverride
1bfd9e12 AssistKill
1965bc52 AssistPoolMax
d4366332 AssistPoolMaxValueTime
035211f8 AssistPoolMin
0ca9b5a0 AssistPoolMinValueTime
f90dd382 AstroBonusAP
82e43c84 AstroManaReduction
8ef79962 AttacK_Fast1a
8b57d2cd AttachCooldown
4595b8fd Attack
56b1e924 Attack1
a50b2802 Attack1Fast
0fc0817f Attack1_-180
d86b9ef5 Attack1_-90
5d334843 Attack1_0
0db4d6f8 Attack1_180
34cc65e8 Attack1_90
8c339240 Attack1_A
069c6436 Attack1_Arms
5c9274a8 Attack1_Assassin
8f3396f9 Attack1_B
1d28b539 Attack1_Beard
0b75cd52 Attack1_Dash2Idle_-180
4ac18446 Attack1_Dash2Idle_-90
94067188 Attack1_Dash2Idle_0
5aca008b Attack1_Dash2Idle_180
b413abc9 Attack1_Dash2Idle_90
8004f261 Attack1_Dash2Run_-180
23683feb Attack1_Dash2Run_-90
03ca07f9 Attack1_Dash2Run_0
3ca11cfe Attack1_Dash2Run_180
ca1b9a4a Attack1_Dash2Run_90
9762dc7c Attack1_Dash_-180
fae8f404 Attack1_Dash_-90
ea6133e6 Attack1_Dash_0
fec1ead9 Attack1_Dash_180
431b19f3 Attack1_Dash_90
5955d9c9 Attack1_Emp_A
5655d510 Attack1_Emp_B
5755d6a3 Attack1_Emp_C
55c93006 Attack1_End
1bd6427b Attack1_Fast
b98746eb Attack1_Gloves
4c402805 Attack1_Hair
6b2eaa32 Attack1_HalfRight
91039311 Attack1_Halfleft
8471da16 Attack1_Hit
150f5b8d Attack1_INTO_Run
89389079 Attack1_INTO_Walk
e420ccd7 Attack1_Idle
0342d882 Attack1_In
18b526b8 Attack1_InCombat_Bwd
eafef8b4 Attack1_InCombat_Fwd
24b3817a Attack1_InCombat_Left
d89a3547 Attack1_InCombat_Right
b9f5c5ea Attack1_Into_Idle
ed51792c Attack1_Left
294f584a Attack1_Long_P-180
bdaa7ace Attack1_Long_P-90
e0354503 Attack1_Long_P180
9b7d2931 Attack1_Long_P90
de8faaa9 Attack1_Mid
e48fb41b Attack1_Min
4e35e7fe Attack1_Min_-180
114ab3a7 Attack1_Min_180
b3dc4d1b Attack1_Out
9d33ad03 Attack1_P
cfeb91e8 Attack1_Passive_Into_Idle
71752d9d Attack1_Passive_Start
ec6c2739 Attack1_Right
a5fa019b Attack1_Run_-90
075e519a Attack1_Run_90
25cf59a2 Attack1_Short_Run_-90
a1f50325 Attack1_Short_Run_90
ffa816f4 Attack1_Skirt
2df4c6bb Attack1_Slayer
c19f4bd3 Attack1_Start
eeea4632 Attack1_ToIdle
9f54849b Attack1_To_Idle
ccfdf79f Attack1_To_PassiveRun
2f52c472 Attack1_To_Run
e7c8abad Attack1_To_Run_-180
0a72513f Attack1_To_Run_-90
20ca01a5 Attack1_To_Run_0
9a422e6a Attack1_To_Run_180
3d11d66e Attack1_To_Run_90
d83b5555 Attack1_Torun
1f721601 Attack1_Towalk
8dedb9ad Attack1_ULT_Hair
2f90644c Attack1_Ult
8d50a338 Attack1_to_Run_Fast_2
bf12379f Attack1a
4ba5bf9e Attack1b_Left
df894af3 Attack1b_Right
c1123ac5 Attack1c
59b1eddd Attack2
bc2992c7 Attack2Fast
61fb4ae8 Attack2_-180
c87f8e98 Attack2_-90
ac2e4522 Attack2_0
60b3d645 Attack2_180
b4ed6dc7 Attack2_90
dd2e9245 Attack2_A
72402881 Attack2_Arms
052ff86b Attack2_Assassin
da2e8d8c Attack2_B
fb1483a0 Attack2_Beard
2eb8129f Attack2_Bwd
218c0c80 Attack2_Emp_A
248c1139 Attack2_Emp_B
238c0fa6 Attack2_Emp_C
dfcb6303 Attack2_End
0ea7631c Attack2_Fast
99f43c63 Attack2_Fwd
1c74a6f4 Attack2_Gloves
4c90760e Attack2_Hair
8e47a597 Attack2_Hit
8494d2aa Attack2_INTO_Run
fbee6b70 Attack2_INTO_Walk
e91e9fb0 Attack2_Idle
7b63d3c9 Attack2_In
1eca18f3 Attack2_Into_Idle
6b338b83 Attack2_Left
6f6794ca Attack2_Out
d1ea8e81 Attack2_Passive_Into_Idle
601ab068 Attack2_Passive_Start
529c938c Attack2_Right
44f34c59 Attack2_Skirt
35bd13e0 Attack2_Slayer
17538da6 Attack2_Start
93324591 Attack2_ToIdle
730e2516 Attack2_To_Idle
8ae8cd96 Attack2_To_PassiveRun
556ce909 Attack2_To_Run
df772050 Attack2_To_Run_-179
c36199d4 Attack2_To_Run_-90
778a9716 Attack2_To_Run_0
ebcf8e39 Attack2_To_Run_179
cb4270e3 Attack2_To_Run_90
0e01157c Attack2_Torun
0e36cd06 Attack2_Towalk
b36f22f1 Attack2_Ult
758a93f0 Attack2_to_Run_2
8d199a88 Attack2_to_Run_Fast
ef193ef4 Attack2a
f119421a Attack2c
4d0043fa Attack2to2
58b1ec4a Attack3
c816c2f8 Attack3B
80b04970 Attack3Fast
456039a5 Attack3_-180
e2324f27 Attack3_-90
51a6222d Attack3_0
bcf4e202 Attack3_180
8f71cab6 Attack3_90
b281f9f2 Attack3_Assassin
bc16329c Attack3_End
10f73111 Attack3_Gloves
99b4e5f7 Attack3_Hair
66ce438f Attack3_INTO_Walk
aae840c1 Attack3_Slayer
d6f3879d Attack3_To_Idle
56035e25 Attack3_To_PassiveRun
53b1e46b Attack4
31369855 Attack4Fast
d264f1e8 Attack4_to_idle
f3c415b7 Attack4_to_run
52b1e2d8 Attack5
55b1e791 Attack6
f5b9972d AttackBonusDamage
f3f201bd AttackBonusDamageTT
94dea58b AttackBuilding2D
2effe8b4 AttackCadence
dee32af0 AttackChampion2D
f34add68 AttackDamage
fc26a82d AttackDamageGoldLimit
